UniqueID,TempID,Collector,Apidae,Diptera,Apicystis,Ascosphaera,Aspergillus,CrithidiaSpp,CrithidiaBombi,CrithidiaExpoeki,NosemaCeranae,NosemaBombi,Order,Family,Genus,SubGenus,Species,Determiner,Date,Lat,Long
SF4256,4256,GS,1,,,1,,1,,,,1,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/14/19,38.6805569,-121.9396055
SF4257,4257,GS,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/14/19,38.6805569,-121.9396055
SF4258,4258,GS,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/14/19,38.6805569,-121.9396055
SF4259,4259,GS,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/14/19,38.6805569,-121.9396055
SF4260,4260,GS,1,,,,,,,1,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/14/19,38.6805569,-121.9396055
SF4261,4261,GS,1,,,1,,,,,,1,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/14/19,38.6805569,-121.9396055
SF4262,4262,GS,1,,1,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/14/19,38.6805569,-121.9396055
SF4263,4263,GS,1,,1,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,7/14/19,38.6805569,-121.9396055
SF4264,4264,GS,,,,,,,,,,,,,,,,,7/14/19,38.6805569,-121.9396055
SF4265,4265,GS,,,,,,,,,,,,,,,,,7/14/19,38.6805569,-121.9396055
SF4266,4266,GS,,,,,,,,,,,,,,,,,7/14/19,38.6805569,-121.9396055
SF4267,4267,GS,,,,,,,,,,,,,,,,,7/14/19,38.6805569,-121.9396055
SF4268,4268,GS,1,,1,,,,,1,,,Hymenoptera,Apidae,Osmia,,californica,G.Smith,7/14/19,38.5923025,-121.985363
SF4269,4269,GS,1,,1,1,,,,,1,,Hymenoptera,Apidae,Osmia,,californica,G.Smith,7/14/19,38.5923025,-121.985363
SF4270,4270,GS,1,,1,,,,,,,,Hymenoptera,Apidae,Osmia,,californica,G.Smith,7/14/19,38.5923025,-121.985363
SF4271,4271,GS,,,,,,,,,,,,,,,,,7/15/19,38.5923025,-121.985363
SF4272,4272,GS,1,,1,,,,,,1,,Hymenoptera,Apidae,Osmia,,californica,G.Smith,7/14/19,38.5923025,-121.985363
SF4273,4273,GS,,1,,,,,,,,,Diptera,Syrphidae,Allograpta,,obliqua,A.Onos,7/15/19,38.5923025,-121.985363
SF4274,4274,GS,1,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4275,4275,GS,1,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4276,4276,GS,1,,,,,,,1,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4277,4277,GS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4278,4278,GS,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4279,4279,GS,1,,1,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4280,4280,GS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4281,4281,GS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4282,4282,GS,1,,1,,,1,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,7/15/19,38.5923025,-121.985363
SF4283,4283,GS,1,,1,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,7/15/19,38.5923025,-121.985363
SF4284,4284,GS,1,,1,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,7/15/19,38.5923025,-121.985363
SF4285,4285,GS,1,,1,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,7/15/19,38.5923025,-121.985363
SF4286,4286,GS,1,,1,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,7/15/19,38.5923025,-121.985363
SF4287,4287,GS,1,,1,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,7/15/19,38.5923025,-121.985363
SF4288,4288,GS,1,,1,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,7/15/19,38.5923025,-121.985363
SF4289,4289,GS,1,,1,,,,1,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,7/15/19,38.5923025,-121.985363
SF4290,4290,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,7/15/19,38.5923025,-121.985363
SF4291,4291,GS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4292,4292,GS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4293,4293,GS,,,,,,,,,,,,,,,,,7/15/19,38.5923025,-121.985363
SF4294,4294,GS,,,,,,,,,,,,,,,,,7/15/19,38.5923025,-121.985363
SF4295,4295,GS,,,,,,,,,,,,,,,,,7/15/19,38.5923025,-121.985363
SF4296,4296,GS,,,,,,,,,,,,,,,,,7/15/19,38.5923025,-121.985363
SF4297,4297,GS,,,,,,,,,,,,,,,,,7/15/19,38.5923025,-121.985363
SF4298,4298,GS,,,,,,,,,,,,,,,,,7/15/19,38.5923025,-121.985363
SF4299,4299,GS,,,,,,,,,,,,,,,,,7/15/19,38.5923025,-121.985363
SF4300,4300,HP,,,,,,,,,,,,,,,,,7/15/19,38.5923025,-121.985363
SF4301,4301,HP,1,,1,,,1,,,1,1,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,7/15/19,38.5923025,-121.985363
SF4302,4302,HP,1,,1,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,7/15/19,38.5923025,-121.985363
SF4303,4303,HP,1,,1,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,7/15/19,38.5923025,-121.985363
SF4304,4304,HP,1,,1,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,7/15/19,38.5923025,-121.985363
SF4305,4305,HP,1,,1,1,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,7/15/19,38.5923025,-121.985363
SF4306,4306,HP,1,,1,1,,,,,,,Hymenoptera,Apidae,Melissodes,,lupina,K.Watrous,7/15/19,38.5923025,-121.985363
SF4307,4307,HP,1,,1,,,,,,,,Hymenoptera,Apidae,Melissodes,,robustior,H.Cohen,7/15/19,38.5923025,-121.985363
SF4308,4308,HP,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4309,4309,HP,1,,1,,,,,,,,Hymenoptera,Halictidae,Halictus,Halictus,ligatus,H.Cohen,7/15/19,38.5923025,-121.985363
SF4310,4310,HP,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4311,4311,HP,1,,1,,,,,,,,Hymenoptera,Apidae,Melissodes,,robustior,H.Cohen,7/15/19,38.5923025,-121.985363
SF4312,4312,HP,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4313,4313,HP,1,,1,,,,,,,,Hymenoptera,Halictidae,Halictus,Seladonia,tripartitus,H.Cohen,7/15/19,38.5923025,-121.985363
SF4314,4314,HP,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4315,4315,HP,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4316,4316,HP,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4317,4317,HP,,,,,,,,,,,,,,,,,7/15/19,38.5923025,-121.985363
SF4318,4318,HP,,,,,,,,,,,,,,,,,7/15/19,38.5923025,-121.985363
SF4319,4319,HP,,,,,,,,,,,,,,,,,7/15/19,38.5923025,-121.985363
SF4320,4320,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4321,4321,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4322,4322,JS,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4323,4323,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4324,4324,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4325,4325,JS,,,,,,,,,,,,,,,,,7/15/19,38.5923025,-121.985363
SF4326,4326,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4327,4327,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4328,4328,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4329,4329,JS,1,,1,,,,1,,,,Hymenoptera,Halictidae,Halictus,Seladonia,tripartitus,H.Cohen,7/15/19,38.5923025,-121.985363
SF4330,4330,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4331,4331,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4332,4332,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4333,4333,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4334,4334,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4335,4335,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4336,4336,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4337,4337,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4338,4338,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4339,4339,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4340,4340,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4341,4341,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4342,4342,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4343,4343,JS,1,,,,,1,,,,,Hymenoptera,Apidae,Lasioglossum,Dialictus,sp. d,K.Watrous,7/15/19,38.5923025,-121.985363
SF4344,4344,JS,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4345,4345,JS,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4346,4346,JS,1,,,,,,,,,1,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4347,4347,JS,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4348,4348,JS,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4349,4349,JS,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/15/19,38.5923025,-121.985363
SF4350,4350,JS,,1,,,,,,,,,Diptera,Syrphidae,Allograpta,,exotica,A.Onos,7/15/19,38.5923025,-121.985363
SF4351,4351,JS,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/15/19,38.5923025,-121.985363
SF4352,4352,JS,,1,,,,,,,,,Diptera,Syrphidae,Allograpta,,exotica,A.Onos,7/15/19,38.5923025,-121.985363
SF4353,4353,JS,,,,,,,,,,,,,,,,,7/15/19,38.5923025,-121.985363
SF4354,4354,JS,,1,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/15/19,38.5923025,-121.985363
SF4355,4355,JS,,1,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/15/19,38.5923025,-121.985363
SF4356,4356,JS,,1,,,,,,,,,Diptera,Syrphidae,Eupeodes,,fumipennis,A.Onos,7/15/19,38.5923025,-121.985363
SF4357,4357,JS,,,,,,,,,,,,,,,,,7/15/19,38.5923025,-121.985363
SF4358,4358,JS,,,,,,,,,,,,,,,,,7/15/19,38.5923025,-121.985363
SF4359,4359,ML,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4360,4360,ML,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4361,4361,ML,1,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,,tegulariforme,D.Yanega,7/15/19,38.5923025,-121.985363
SF4362,4362,ML,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4363,4363,ML,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4364,4364,ML,1,,1,,,,,1,,,Hymenoptera,Halictidae,Lasioglossum,,tegulariforme,D.Yanega,7/15/19,38.5923025,-121.985363
SF4365,4365,ML,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4366,4366,ML,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4367,4367,ML,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4368,4368,ML,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4369,4369,ML,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4370,4370,ML,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/15/19,38.5923025,-121.985363
SF4371,4371,ML,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/15/19,38.5923025,-121.985363
SF4372,4372,ML,,1,,,,,,,,,Diptera,Syrphidae,Eupeodes,,fumipennis,A.Onos,7/15/19,38.5923025,-121.985363
SF4373,4373,GS,,,,,,,,,,,,,,,,,7/14/19,38.545401,-121.943613
SF4374,4374,JS,,,,,,,,,,,,,,,,,7/16/19,38.545401,-121.943613
SF4375,4375,JS,,,,,,,,,,,,,,,,,7/16/19,38.545401,-121.943613
SF4376,4376,JS,,,,,,,,,,,,,,,,,7/16/19,38.545401,-121.943613
SF4377,4377,JS,,,,,,,,,,,,,,,,,7/16/19,38.545401,-121.943613
SF4378,4378,JS,,,,,,,,,,,,,,,,,7/16/19,38.545401,-121.943613
SF4379,4379,JS,,,,,,,,,,,,,,,,,7/16/19,38.545401,-121.943613
SF4380,4380,JS,,,,,,,,,,,,,,,,,7/16/19,38.545401,-121.943613
SF4381,4381,JS,1,,,,,,,,1,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4382,4382,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4383,4383,JS,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,diversopunctatum,D.Yanega,7/16/19,38.545401,-121.943613
SF4384,4384,JS,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4385,4385,JS,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4386,4386,JS,1,,1,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4387,4387,JS,1,,1,,,,,1,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4388,4388,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4389,4389,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4390,4390,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4391,4391,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4392,4392,JS,,,,,,,,,,,,,,,,,7/16/19,38.545401,-121.943613
SF4393,4393,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4394,4394,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4395,4395,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4396,4396,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4397,4397,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4398,4398,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4399,4399,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4400,4400,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4401,4401,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4402,4402,JS,,,,,,,,,,,,,,,,,7/16/19,38.545401,-121.943613
SF4403,4403,JS,,,,,,,,,,,,,,,,,7/16/19,38.545401,-121.943613
SF4404,4404,JS,,,,,,,,,,,,,,,,,7/16/19,38.545401,-121.943613
SF4405,4405,JS,,,,,,,,,,,,,,,,,7/16/19,38.545401,-121.943613
SF4406,4406,JS,,,,,,,,,,,,,,,,,7/16/19,38.545401,-121.943613
SF4407,4407,JS,,,,,,,,,,,,,,,,,7/16/19,38.545401,-121.943613
SF4408,4408,JS,,,,,,,,,,,,,,,,,7/16/19,38.545401,-121.943613
SF4409,4409,JS,,,,,,,,,,,,,,,,,7/16/19,38.545401,-121.943613
SF4410,4410,JS,,,,,,,,,,,,,,,,,7/16/19,38.545401,-121.943613
SF4411,4411,JS,,,,,,,,,,,,,,,,,7/16/19,38.545401,-121.943613
SF4412,4412,JS,,,,,,,,,,,,,,,,,7/16/19,38.545401,-121.943613
SF4413,4413,JS,,,,,,,,,,,,,,,,,7/16/19,38.545401,-121.943613
SF4414,4414,JS,1,,1,,,,,,,,Hymenoptera,Halictidae,Halictus,Halictus,ligatus,H.Cohen,7/16/19,38.545401,-121.943613
SF4415,4415,JS,,,,,,,,,,,,,,,,,7/16/19,38.545401,-121.943613
SF4416,4416,JS,,1,,,,1,,,,,Diptera,Syrphidae,Eupeodes,,fumipennis,A.Onos,7/16/19,38.545401,-121.943613
SF4417,4417,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4418,4418,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4419,4419,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4420,4420,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4421,4421,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4422,4422,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4423,4423,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4424,4424,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4425,4425,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4426,4426,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4427,4427,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4428,4428,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4429,4429,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4430,4430,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4431,4431,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4432,4432,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4433,4433,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4434,4434,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4435,4435,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4436,4436,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4437,4437,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4438,4438,JS,1,,,,,,,,,,Hymenoptera,Halictidae,Halictus,Seladonia,tripartitus,H.Cohen,7/16/19,38.545401,-121.943613
SF4439,4439,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4440,4440,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4441,4441,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4442,4442,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4443,4443,JS,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4444,4444,JS,1,,1,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4445,4445,JS,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4446,4446,JS,,,,,,,,,,,,,,,,,7/16/19,38.545401,-121.943613
SF4447,4447,JS,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4448,4448,JS,1,,1,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4449,4449,JS,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4450,4450,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4451,4451,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/16/19,38.545401,-121.943613
SF4452,4452,HP,,,,,,,,,,,,,,,,,7/16/19,38.591119,-121.968234
